wav_filename,transcript
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000046.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000047.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000048.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000049.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000050.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000051.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000052.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000053.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000054.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000055.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000056.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000057.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000058.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000059.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000060.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000061.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000062.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000063.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000064.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000065.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000066.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000067.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000068.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000069.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000070.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000071.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000072.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000073.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000074.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000075.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000076.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000077.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000078.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000079.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000080.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000081.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000082.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000083.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000084.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000085.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000086.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000087.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000088.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000089.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000090.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000091.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000092.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000093.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000094.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000095.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000096.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000097.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000098.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000099.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000100.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000101.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000102.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000103.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000104.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000105.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000106.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000107.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000108.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000109.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000110.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000111.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000112.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000113.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000114.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000115.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000116.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000117.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000118.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000119.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000120.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000121.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000122.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000123.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000124.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000125.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000126.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000127.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000128.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000129.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000130.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000131.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000132.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000133.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000134.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000135.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000136.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000137.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000138.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000139.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000140.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000141.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000142.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000143.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000144.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000145.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000146.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000147.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000148.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000149.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000150.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000151.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000152.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000153.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000154.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000155.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000156.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000157.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000158.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000159.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000160.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000161.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000162.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000163.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000164.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000165.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000166.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000167.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000168.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000169.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000170.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000171.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000172.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000173.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000174.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000175.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000176.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000177.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000178.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000179.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000180.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000181.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000182.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000183.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000184.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000185.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000186.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000187.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000188.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000189.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000190.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000191.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000192.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000193.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000194.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000195.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000196.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000197.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000198.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000199.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000200.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000201.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000202.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000203.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000204.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000205.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000206.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000207.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000208.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000209.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000210.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000211.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000212.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000213.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000214.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000215.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000216.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000217.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000218.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000219.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000220.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000221.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000222.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000223.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000224.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000225.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000226.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000227.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000228.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000229.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000230.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000231.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000232.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000233.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000234.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000235.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000236.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000237.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000238.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000239.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000240.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000241.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000242.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000243.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000244.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000245.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000246.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000247.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000248.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000249.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000250.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000251.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000252.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000253.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000254.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000255.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000256.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000257.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000258.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000259.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000260.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000261.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000262.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000263.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000264.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000265.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000266.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000267.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000268.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000269.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000270.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000271.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000272.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000273.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000274.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000275.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000276.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000277.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000278.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000279.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000280.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000281.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000282.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000283.wav,test
/home/scratch.wkong_gpu/project/deepspeech.pytorch/data/dummy-3s/wav/00000284.wav,test
